id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url,rule_score,rules,diff_added,diff_removed,nlp_score,nlp_notes,entropy,kl_divergence,compression_ratio,mass_rule,mass_nlp,is_reverted,revert_by,revert_comment,llm_class,llm_conf,llm_reason,mass_llm,attribution_match,attribution_sim,is_serial,mass_attribution
2009133356,Instrumental play,Snowmanonahoe,False,1774365109,en.wikipedia.org,0,+lead image,6118,6295,1345138034,1345148307,False,False,enwiki,https://en.wikipedia.org/wiki/Instrumental_play,https://en.wikipedia.org/w/index.php?diff=1345148307&oldid=1345138034,0.0,,"
[[File:Match Carlsen-Caruana (2).jpg|thumb|alt=Men sat at a table playing chess|[[Magnus Carlsen]] and [[Fabiano Caruana]] competing at the [[World Chess Championship 2018]]]]",,2.0,it:random(0.87),4.1706,0.0427,0.8678,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.6,Adding an image without context and replacing existing text raises suspicion. Requires further review to determine intent.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.607,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133360,MIT Radiation Laboratory,Nickknack00,False,1774365109,en.wikipedia.org,0,/* Governance */,100925,100867,1345147678,1345148308,True,False,enwiki,https://en.wikipedia.org/wiki/MIT_Radiation_Laboratory,https://en.wikipedia.org/w/index.php?diff=1345148308&oldid=1345147678,0.0,,"{{collapse top|title=Radiation Laboratory divisional structure, ({{circa|1945}}){{refn|group=n|This final divisional structure is from {{Harvnb|Nelson|Petersen|Perkins|1946|pp=24–25}} An initial divisional structure and heads is given in {{harvnb|Guerlac|1987|pp=293–295}}. Changes in division scope and leadership are documented throughout Guerlac's account. The Loran group became Division 11. Division 7, initially ""Special Systems"" led by Luis Alvarez, was reorganized as Beacons under Turner after [[Robert Bacher]]'s departure from Division 6 in mid-1943.{{Sfn|Guerlac|1987|pp=293,364}} See also {{Harvnb|DuBridge|Guerlac|Johnson|Halpern|1946|pp=14–15}} and {{Harvnb|Nelson|Petersen|Perkins|1946|pp=78–192}}}} for full history.","{{collapse top|title=Radiation Laboratory divisional structure, ({{circa|1944}}){{refn|group=n|The initial divisional structure and heads are from {{harvnb|Guerlac|1987|pp=293–295}}. Subsequent changes in division scope and leadership are documented throughout Guerlac's account. The Loran group became Division 11. Division 7, initially ""Special Systems"" led by Luis Alvarez, was reorganized as Beacons under Turner after [[Robert Bacher]]'s departure from Division 6 in mid-1943.{{Sfn|Guerlac|1987|pp=293,364}} The Steering Committee's composition in 1944 is shown in a photo produced in {{harvnb|Guerlac|1987|p=294}} For final divisional structure and directors, see also {{Harvnb|DuBridge|Guerlac|Johnson|Halpern|1946|pp=14–15}} and {{Harnb|Nelson|Petersen|Perkins|1946|pp=24–25,78–192}}",5.0,ned:bio_year_change(1944->1945);ned:number_change,4.3135,0.0,0.6811,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.1873, ""s"": 0.1333, ""t"": 0.6794}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit changes the year from 1944 to 1945 and removes a significant portion of text about Robert Bacher's departure. This requires further review to determine intent.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.6579,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133359,Fergie's Fledglings,Deltaspace42,False,1774365108,en.wikipedia.org,0,Reverted 1 edit by [[Special:Contributions/~2026-18347-31|~2026-18347-31]] ([[User talk:~2026-18347-31|talk]]) to last revision by ~2025-38215-83,16686,16687,1345148264,1345148305,True,False,enwiki,https://en.wikipedia.org/wiki/Fergie%27s_Fledglings,https://en.wikipedia.org/w/index.php?diff=1345148305&oldid=1345148264,0.0,,"[[File:Giggs cropped.jpg|thumb|[[Ryan Giggs]], the first of the second wave of Fergie's Fledglings]]","[[File:Giggs cropped.jpg|thumb|[[Ryan Giggs]], the first of the second wave of Fergie's pooplings]]",2.0,it:random(1.03),4.0867,0.126,1.0299,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The change from 'Fergie's Fledglings' to 'Fergie's pooplings' is likely a deliberate attempt at humor or insult. While not overtly harmful, it violates Wikipedia's guidelines on neutrality and appropriateness.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.5341,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133361,List of Columbia Pictures films (2020–2029),~2026-18325-14,False,1774365108,en.wikipedia.org,0,,73424,73515,1344446913,1345148301,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_Columbia_Pictures_films_(2020%E2%80%932029),https://en.wikipedia.org/w/index.php?diff=1345148301&oldid=1344446913,1.0,rule:no_comment,"|-
|[[Dragon Tales]]
|co-production with [[Sesame Workshop]] and [[Imagine Entertainment]]",,2.0,it:random(1.04),4.0491,0.0306,1.04,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The addition of 'Dragon Tales' as a Columbia Pictures film is highly unusual and requires further investigation. It's not immediately clear if it's a factual error or intentional vandalism.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.5848,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133363,List of unnumbered minor planets: 2001 P–R,~2026-16988-70,False,1774365110,en.wikipedia.org,0,/* U */ Removal of meanwhile numbered objects.,50078,47321,1344775264,1345148311,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_unnumbered_minor_planets:_2001_P%E2%80%93R,https://en.wikipedia.org/w/index.php?diff=1345148311&oldid=1344775264,0.0,,"This is a partial [[list of unnumbered minor planets]] for principal [[Minor planet provisional designation|provisional designations]] assigned between 1 August and 15 September 2001. {{Asof|2026|03}}}, a total of '''199''' bodies remain unnumbered for this period.<ref name=""MPCORB"" /><ref name=""PDS-NEOWISE-diameters"" /><ref name=""johnstonsarchive-TNO-list"" /><ref name=""MPC-JupiterTrojans"" /> Objects for this year are listed on the following pages: [[List of unnumbered minor planets: 2001 A–E|A–E]] · [[List of unnumbered minor planets: 2001 F (0–216)|F<sub>i</sub>]] · [[List of unnumbered minor planets: 2001 F (217–619)|F<sub>ii</sub>]] · [[List of unnumbered minor planets: 2001 G–O|G–O]] · '''P–R''' · [[List of unnumbered minor planets: 2001 S|S]] · [[List of unnumbered minor planets: 2001 T|T]] · [[List of unnumbered minor planets: 2001 U|U]] · [[List of unnumbered minor planets: 2001 V–W|V–W]] and [[List of unnumbered minor planets: 2001 X–Y|X–Y]]. Also see [[List of unnumbered minor planets: 2000|previous]] and [[List of unnumbered minor planets: 2002|next year]].
| 2 || {{mpl|2001 PX|51}} || MBA-O || 17.1 || ''2.1 km'' || multiple || 2001–2017 || 23 Oct 2017 || 35 || align=left | Disc.: AMOS<br />Alt.: 2017 NN3 || {{M+J|2001+PX51}}}","This is a partial [[list of unnumbered minor planets]] for principal [[Minor planet provisional designation|provisional designations]] assigned between 1 August and 15 September 2001. {{Asof|2025|11}}, a total of '''210''' bodies remain unnumbered for this period.<ref name=""MPCORB"" /><ref name=""PDS-NEOWISE-diameters"" /><ref name=""johnstonsarchive-TNO-list"" /><ref name=""MPC-JupiterTrojans"" /> Objects for this year are listed on the following pages: [[List of unnumbered minor planets: 2001 A–E|A–E]] · [[List of unnumbered minor planets: 2001 F (0–216)|F<sub>i</sub>]] · [[List of unnumbered minor planets: 2001 F (217–619)|F<sub>ii</sub>]] · [[List of unnumbered minor planets: 2001 G–O|G–O]] · '''P–R''' · [[List of unnumbered minor planets: 2001 S|S]] · [[List of unnumbered minor planets: 2001 T|T]] · [[List of unnumbered minor planets: 2001 U|U]] · [[List of unnumbered minor planets: 2001 V–W|V–W]] and [[List of unnumbered minor planets: 2001 X–Y|X–Y]]. Also see [[List of unnumbered minor planets: 2000|previous]] and [[List of unnumbered minor planets: 2002|next year]].
|- id=""2001 PY35"" bgcolor=#d6d6d6
| 2 || {{mpl|2001 PY|35}} = (875224) || MBA-O || 17.59 || ''1.6 km'' || multiple || 2001-2018 || 06 Oct 2018 || 37 || align=left | Disc.: NEAT || {{M+J|2001+PY35}}
| 2 || {{mpl|2001 PX|51}} || MBA-O || 17.1 || ''2.1 km'' || multiple || 2001–2017 || 23 Oct 2017 || 35 || align=left | Disc.: AMOS<br />Alt.: 2017 NN3 || {{M+J|2001+PX51}}
|- id=""2001 PA55"" bgcolor=#E9E9E9
| 1 || {{mpl|2001 PA|55}} = (875225) || MBA-M || 17.6 || data-sort-value=""0.90"" | ''900 m'' || multiple || 2001–2021 || 11 Jun 2021 || 38 || align=left | Disc.: [[Air Force Maui Optical and Supercomputing observatory|AMOS]]<br />Alt.: 2021 GO113 || {{M+J|2001+PA55}}
|- id=""2001 PK60"" bgcolor=#FA8072
| 0 || {{mpl|2001 PK|60}} = (875226) || [[Mars-crossing asteroid|MCA]] || 18.01 || data-sort-value=""0.74"" | ''740 m'' || multiple || 2001–2020 || 31 Jan 2020 || 173 || align=left | Disc.: AMOS<br />Alt.: 2006 AY1 || {{M+J|2001+PK60}}
|- id=""2001 QJ86"" bgcolor=#FA8072
| 0 || {{mpl|2001 QJ|86}} = (875227) || [[Mars-crossing asteroid|MCA]] || 18.69 || data-sort-value=""0.54"" | ''540 m'' || multiple || 2001–2021 || 12 Jun 2021 || 97 || align=left | Disc.: [[Near-Earth Asteroid Tracking|NEAT]] || {{M+J|2001+QJ86}}
|- id=""2001 QC145"" bgcolor=#d6d6d6
| 0 || {{mpl|2001 QC|145}} = (620191) || MBA-O || 17.3 || ''1.9 km'' || multiple || 2001–2020 || 26 Jan 2020 || 56 || align=left | Disc.: Spacewatch<br />Added on 24 August 2020<br />Alt.: 2018 TO19 || {{M+J|2001+QC145}}
|- id=""2001 QU299"" bgcolor=#fefefe
| 1 || {{mpl|2001 QU|299}} = (875228) || MBA-I || 18.74 || data-sort-value=""0.53"" | ''530 m'' || multiple || 2001–2021 || 30 Nov 2021 || 95 || align=left | Disc.: Cerro Tololo<br />Added on 22 July 2020 || {{M+J|2001+QU299}}
|- id=""2001 QP314"" bgcolor=#fefefe
| 1 || {{mpl|2001 QP|314}} = (875229) || MBA-I || 18.65 || data-sort-value=""0.55"" | ''550 m'' || multiple || 2001–2021 || 14 Nov 2021 || 87 || ali",8.0,"nlp:markup_del;ned:year_change(2018,2021,2006,2020,2015,2019,2014,2025);ned:date_change;ned:number_change",4.5116,0.0,0.6785,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.3292, ""s"": 0.0653, ""t"": 0.6054}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit changed the year in the 'Asof' template from 2025 to 2026 and reduced the number of unnumbered bodies from 210 to 199. This could be a factual error or an attempt to manipulate information.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.6548,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133364,Nikhil Paul George,RiveGaucheArchiviste,False,1774365111,en.wikipedia.org,0,edit reference,20157,20230,1345147156,1345148316,False,False,enwiki,https://en.wikipedia.org/wiki/Nikhil_Paul_George,https://en.wikipedia.org/w/index.php?diff=1345148316&oldid=1345147156,0.0,,"'''Nikhil Paul George''' is an Indian [[Record producer|music producer]], [[Singing|singer]], and [[composer]] based in London. He is best known for his collaboration with composer [[Pritam]] since 2008, contributing as a producer, arranger, guitarist and occasional vocalist to the soundtracks of several Bollywood films, including ''[[Barfi!]]'' (2012), ''[[Yeh Jawaani Hai Deewani]]'' (2013), ''[[Ae Dil Hai Mushkil]]'' (2016), ''[[Dangal (2016 film)|Dangal]]'' (2016) and ''[[Jagga Jasoos]]'' (2017).<ref name=""TOI2013"">{{Cite news |date=2013-02-15 |title=I don’t have any plans to come back to India: Nikhil Paul George |url=https://timesofindia.indiatimes.com/entertainment/hindi/music/news/i-dont-have-any-plans-to-come-back-to-india-nikhil-paul-george/articleshow/18500333.cms |access-date=2026-03-11 |work=The Times of India |issn=0971-8257}}</ref><ref name=""Hindu2012"">{{Cite news |last=M |first=Athira |date=2012-09-26 |title=Sweet song of success |url=https://www.thehindu.com/features/friday-review/music/sweet-song-of-success/article3939351.ece |access-date=2026-03-24 |work=The Hindu}}</ref>
George's credits as a producer, singer, and arranger include:
| ''Main Kya Karoon''<ref name=""Hindu2012"" />","'''Nikhil Paul George''' is an Indian [[Record producer|music producer]], [[Singing|singer]], and [[composer]] based in London. He is best known for his collaboration with composer [[Pritam]] since 2008, contributing as a producer, arranger, guitarist and occasional vocalist to the soundtracks of several Bollywood films, including ''[[Barfi!]]'' (2012), ''[[Yeh Jawaani Hai Deewani]]'' (2013), ''[[Ae Dil Hai Mushkil]]'' (2016), ''[[Dangal (2016 film)|Dangal]]'' (2016) and ''[[Jagga Jasoos]]'' (2017).<ref name=""TOI2013"">{{Cite news |date=2013-02-15 |title=I don’t have any plans to come back to India: Nikhil Paul George |url=https://timesofindia.indiatimes.com/entertainment/hindi/music/news/i-dont-have-any-plans-to-come-back-to-india-nikhil-paul-george/articleshow/18500333.cms |access-date=2026-03-11 |work=The Times of India |issn=0971-8257}}</ref>
George's credits as a producer, singer, and arranger include:<ref>{{cite news|title=Nikhil George Interview|url=http://www.thehindu.com/arts/music/sweet-song-of-success/article3939351.ece|date=September 26, 2012 |work=[[The Hindu]]|last1=M|first1=Athira}}</ref>
| ''Main Kya Karoon''",4.0,nlp:pov_shift(best);nlp:ext_link(timesofindia.indiatimes.com),4.4846,0.0,0.6324,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.1433, ""s"": 0.1613, ""t"": 0.6954}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a simple formatting change with no content alteration. The added and removed text are identical except for the ellipsis (...) at the end of the added text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133365,Caribbean pine,Bruce1ee,False,1774365109,en.wikipedia.org,0,fixed [[Special:LintErrors|lint errors]] – missing end tag,10638,10640,1344987297,1345148306,True,False,enwiki,https://en.wikipedia.org/wiki/Caribbean_pine,https://en.wikipedia.org/w/index.php?diff=1345148306&oldid=1344987297,0.0,,*''Pinus caribaea'' var. ''caribaea'',*''Pinus caribaea'' var. ''caribaea,2.0,it:random(1.00),3.3818,0.6407,1.0,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit appears to be a technical fix for a missing end tag in the existing text. There are no changes to names, dates, or factual information.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133370,Amtrak Thruway,Jg10101,False,1774365113,en.wikipedia.org,0,/* History and purpose */ grammatical edit,20362,20344,1336669876,1345148317,False,False,enwiki,https://en.wikipedia.org/wiki/Amtrak_Thruway,https://en.wikipedia.org/w/index.php?diff=1345148317&oldid=1336669876,0.0,,"Amtrak operates the Thruway network to extend the reach of its train services, offering connections to destinations not directly served by Amtrak trains. The earliest incarnation was launched in January 1973, to provide a connection between Amtrak's [[Inter-American (train)|Inter-American]] in [[Laredo, Texas]], and the Aztec Eagle train run by [[Ferrocarriles Nacionales de México|N de M]] from [[Nuevo Laredo|Nuevo Laredo, Mexico]].<ref name="":0"">{{Cite web|title=Historic Timeline — Amtrak: History of America's Railroad|url=https://history.amtrak.com/amtraks-history/historic-timeline|access-date=November 25, 2021|website=history.amtrak.com}}</ref> The following year, Amtrak launched an agreement with [[Greyhound Lines|Greyhound]] allowing for passengers to buy combined bus and rail tickets for connecting services run by the two companies. These services were the predecessors of Thruway Motorcoach. The first Amtrak bus service to bear the name ""Amtrak Thruway"" was launched in California in 1993.<ref>{{Cite news|last=Munson|first=Jeff|date=April 27, 1993|title=Amtrak offers link to valley|work=[[The Union Democrat]]|url=https://books.google.com/books?id=rWRjAAAAIBAJ&pg=PA1|access-date=November 24, 2021}}</ref> Amtrak launched a significant expansion of Thruway Motorcoach services across the United States in 2014.<ref name="":0"" />","Amtrak operates the Thruway network to extend the reach of its train services, offering connections to destinations not directly served by Amtrak trains. The earliest incarnation of such a service was launched in January 1973, to provide a connection between Amtrak's [[Inter-American (train)|Inter-American]] in [[Laredo, Texas]], and the Aztec Eagle train run by [[Ferrocarriles Nacionales de México|N de M]] from [[Nuevo Laredo|Nuevo Laredo, Mexico]].<ref name="":0"">{{Cite web|title=Historic Timeline — Amtrak: History of America's Railroad|url=https://history.amtrak.com/amtraks-history/historic-timeline|access-date=November 25, 2021|website=history.amtrak.com}}</ref> The following year, Amtrak launched an agreement with [[Greyhound Lines|Greyhound]] allowing for passengers to buy combined bus and rail tickets for connecting services run by the two companies. These services were the predecessors of Thruway Motorcoach. The first Amtrak bus service to bear the name ""Amtrak Thruway"" was launched in California in 1993.<ref>{{Cite news|last=Munson|first=Jeff|date=April 27, 1993|title=Amtrak offers link to valley|work=[[The Union Democrat]]|url=https://books.google.com/books?id=rWRjAAAAIBAJ&pg=PA1|access-date=November 24, 2021}}</ref> Amtrak launched a significant expansion of Thruway Motorcoach services across the United States in 2014.<ref name="":0"" />",2.5,nlp:ext_link(history.amtrak.com),4.2938,0.0,0.5375,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.6,"The edit introduces a new sentence fragment and alters the phrasing of the original text. While grammatically correct, the added information about the connection between Amtrak's Inter-American train and the Aztec Eagle train run by Ferrocarriles Nacionales de México requires further verification for accuracy.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",~2026-17409-32,0.7775,True,"{""v"": 0.5442, ""s"": 0.02, ""t"": 0.4358}"
2009133371,William Zabka,Yggdrassil.34,False,1774365113,en.wikipedia.org,0,/* Personal life */,30171,30180,1345148153,1345148320,False,False,enwiki,https://en.wikipedia.org/wiki/William_Zabka,https://en.wikipedia.org/w/index.php?diff=1345148320&oldid=1345148153,0.0,,"Zabka married his wife, Stacie Lynn Doss, in 2008 and they have two children.<ref name=""People 01-11-21"">{{cite magazine| url=https://people.com/tv/karate-kid-bully-william-zabka-on-his-transformation-to-hero-in-cobra-kai/| title=Karate Kid Bully William Zabka Opens Up About His Transformation to Hero in Cobra Kai| first=Michelle| last=Tauber| magazine=[[People (magazine)|People]]| date=January 11, 2021| access-date=February 10, 2021| archive-date=January 11, 2021| archive-url= https://web.archive.org/web/20210111195222/https://people.com/tv/karate-kid-bully-william-zabka-on-his-transformation-to-hero-in-cobra-kai/| url-status=live}}</ref>
Zabka is a fan of [[hair metal]] and is a guitar player himself, a hobby he has had since childhood. Zabka even attended the Dick Grove School of Music in California, where he learned to read music and studied to be a trained session player.<ref name="":1"">{{Cite web |author1=Richard Bienstock |date=2022-03-24 |title=Cobra Kai star Billy Zabka on his love of '80s rock, jamming with Robert Downey Jr. and the time Eddie Van Halen gave him a guitar lesson |url=https://www.guitarworld.com/features/cobra-kai-billy-zabka |access-date=2025-11-14 |website=Guitar World |language=en}}</ref> Zabka has played in a few bands with his friends one of them being named Acoustic Outlaws, where they would play at local festivals.<ref name="":1"" /> In 2019, Zabka played his character Johnny Lawrence’s theme song ''“''Ace Degenerate''”'' live alongside [[Leo Birenberg]] and [[Zach Robinson (composer)|Zach Robinson]], in front of a sold out crowd at the [[Whisky a Go Go]].<ref>{{Cite press release |title=Whisky a Go Go Hosts Concert Featuring Music of Cobra Kai on June 12 |url=https://www.prnewswire.com/news-releases/whisky-a-go-go-hosts-concert-featuring-music-of-cobra-kai-on-june-12-300836958.html |access-date=2025-11-15 |language=en|publisher=PRNewswire}}</ref><ref>{{Cite AV media |url=https://www.youtube.com/watch?v=9Mz4dPOEHjQ |title=Enter the Dojo: The Music of Cobra Kai Live! w/ William Zabka |date=2019-06-13 |last=Bionic Buzz |access-date=2025-11-15 |via=YouTube}}</ref>","Zabka married his wife, Stacie, in 2008 and they have two children.<ref name=""People 01-11-21"">{{cite magazine| url=https://people.com/tv/karate-kid-bully-william-zabka-on-his-transformation-to-hero-in-cobra-kai/| title=Karate Kid Bully William Zabka Opens Up About His Transformation to Hero in Cobra Kai| first=Michelle| last=Tauber| magazine=[[People (magazine)|People]]| date=January 11, 2021| access-date=February 10, 2021| archive-date=January 11, 2021| archive-url= https://web.archive.org/web/20210111195222/https://people.com/tv/karate-kid-bully-william-zabka-on-his-transformation-to-hero-in-cobra-kai/| url-status=live}}</ref>
Zabka is a fan of [[hair metal]] and is a guitar player himself, a hobby he has had since childhood. Zabka even attended the Dick Grove School of Music in California, where he learned to read music and studied to be a trained session player.<ref name="":1"">{{Cite web |author1=Richard Bienstock |date=2022-03-24 |title=Cobra Kai star Billy Zabka on his love of '80s rock, jamming with Robert Downey Jr. and the time Eddie Van Halen gave him a guitar lesson |url=https://www.guitarworld.com/features/cobra-kai-billy-zabka |access-date=2025-11-14 |website=Guitar World |language=en}}</ref> Zabka has played in a few bands with his friends one of them being named Acoustic Outlaws, where they would play at local festivals.<ref name="":1"" /> In 2019, Zabka played his character Johnny Lawrence’s theme song ''“''Ace Degenerate''”'' live alongside [[Leo Birenberg]] and [[Zach Robinson (composer)|Zach Robinson]], in front of a sold out crowd at the [[Whisky a Go Go]].<ref>{{Cite press release |title=Whisky a Go Go Hosts Concert Featuring Music of Cobra Kai on June 12 |url=https://www.prnewswire.com/news-releases/whisky-a-go-go-hosts-concert-featuring-music-of-cobra-kai-on-june-12-300836958.html |access-date=2025-11-15 |language=en|publisher=PRNewswire}}</ref><ref>{{Cite AV media |url=https://www.youtube.com/watch?v=9Mz4dPOEHjQ |title=Enter the Dojo: The Music of Cobra Kai Live! w/ William Zabka |date=2019-06-13 |last=Bionic Buzz |access-date=2025-11-15 |via=YouTube}}</ref>",2.5,nlp:ext_link(people.com),4.2898,0.0,0.6289,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a correction. The added text provides more context and completes the citation information that was incomplete in the removed text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133373,Sophia (given name),Sugarbump,False,1774365112,en.wikipedia.org,0,/* Sports */,48541,48722,1345148027,1345148318,False,False,enwiki,https://en.wikipedia.org/wiki/Sophia_(given_name),https://en.wikipedia.org/w/index.php?diff=1345148318&oldid=1345148027,0.0,,"* [[Sophia Gladieux]] (born 2002), American field hockey player
* [[Sophia Hope Gorham]] (1881–1969), British motorboat racer
* [[Sophia Gorriaran]] (born 2005), American athlete",,0.0,,4.5347,0.0,0.8148,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,0.5482,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133374,Adonxs,LauraOspina03,False,1774365108,en.wikipedia.org,0,"I added a new award from Berlin Music Video Awards, he was nominated for in 2025.",75820,75848,1343261362,1345148304,False,False,enwiki,https://en.wikipedia.org/wiki/Adonxs,https://en.wikipedia.org/w/index.php?diff=1345148304&oldid=1343261362,0.0,,"| Himself
| [[Berlin Music Video Awards]]
|Himself| {{won|place=Silver|Second place}}
|[[Berlin Music Video Awards]]
| Best Performer
|""[[Kiss Kiss Goodbye]]""| {{nom}}
|| {{nom}}","| rowspan=""4"" | Himself
| rowspan=""2"" | [[Berlin Music Video Awards]]
| {{won|place=Silver|Second place}}
| Best Performer or Actor
| {{nom}}
| {{nom}}",1.5,nlp:pov_shift(best),4.1525,0.1127,0.7451,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.8,The addition of a new award nomination for 2025 raises suspicion as it is highly unlikely to be accurate. Further investigation into the Berlin Music Video Awards and Adonxs's career is needed.,"{""v"": 0.35, ""s"": 0.1, ""t"": 0.55}",,0.504,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133375,List of Chilean Regions by Human Development Index,Cororó,False,1774365113,en.wikipedia.org,0,/* Their HDI and its components */ fixed error,8235,8235,1345148150,1345148319,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_Chilean_Regions_by_Human_Development_Index,https://en.wikipedia.org/w/index.php?diff=1345148319&oldid=1345148150,0.0,,| {{flag|Tarapacá}} || 0.933 || 81.89 || 18.00 || 15.00 || 28001,| {{flag|Tarapacá}} || 0.926 || 81.47 || 17.61 || 14.67 || 29437,4.5,it:moderate_kl_div(1.30);it:random(1.17);ned:number_change,2.939,1.2976,1.1724,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.1651, ""s"": 0.147, ""t"": 0.6879}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The edit changes the HDI value and several other numerical components for Tarapacá Region. While the editor claims to have 'fixed an error',  the magnitude of the change warrants further investigation.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.4629,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133390,2026 Men's T20 World Cup Africa Sub-regional Qualifier B,Bs1jac,False,1774365117,en.wikipedia.org,0,/* Fixtures */,12653,12681,1345148224,1345148328,False,False,enwiki,https://en.wikipedia.org/wiki/2026_Men%27s_T20_World_Cup_Africa_Sub-regional_Qualifier_B,https://en.wikipedia.org/w/index.php?diff=1345148328&oldid=1345148224,0.0,,"| score1 = 72 (19.4 overs)
| result = Innings break","| score1 =
| result =",2.0,it:random(1.19),4.2573,0.0527,1.186,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit adds specific cricket score information without context or source. This could be a factual error or an attempt to manipulate the article's content.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.4883,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133392,"High Street and the Lawn Market, Edinburgh",Cnbrb,False,1774365118,en.wikipedia.org,0,added [[Category:Paintings by Alexander Nasmyth]] using [[WP:HC|HotCat]],1934,1978,1332482713,1345148330,False,False,enwiki,"https://en.wikipedia.org/wiki/High_Street_and_the_Lawn_Market,_Edinburgh",https://en.wikipedia.org/w/index.php?diff=1345148330&oldid=1332482713,0.0,,[[Category:Paintings by Alexander Nasmyth]],,2.0,it:random(1.21),4.0898,0.2252,1.2051,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a legitimate categorization of the article based on content.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
