id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url,rule_score,rules,diff_added,diff_removed,nlp_score,nlp_notes,entropy,kl_divergence,compression_ratio,mass_rule,mass_nlp,is_reverted,revert_by,revert_comment,llm_class,llm_conf,llm_reason,mass_llm
2009734917,G. V. Prakash Kumar,~2026-18837-65,False,1774502653,en.wikipedia.org,0,,70105,70114,1345454579,1345455015,False,False,enwiki,https://en.wikipedia.org/wiki/G._V._Prakash_Kumar,https://en.wikipedia.org/w/index.php?diff=1345455015&oldid=1345454579,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes detected in the edit summary or provided text.  ,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009734929,"Shergarh, Punjab",~2026-18679-46,False,1774502655,en.wikipedia.org,0,/* Localities and Suburbs */Khangran wala general introductions and population information added in Wikipedia,13662,15859,1345363517,1345455017,False,False,enwiki,"https://en.wikipedia.org/wiki/Shergarh,_Punjab",https://en.wikipedia.org/w/index.php?diff=1345455017&oldid=1345363517,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009734943,Single White Female (film series),~2026-11521-03,False,1774502658,en.wikipedia.org,0,/* Box office performance */,8723,8723,1345224771,1345455021,False,False,enwiki,https://en.wikipedia.org/wiki/Single_White_Female_(film_series),https://en.wikipedia.org/w/index.php?diff=1345455021&oldid=1345224771,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009734944,Cascade County Courthouse,~2026-18793-72,False,1774502659,en.wikipedia.org,0,,3868,4050,1302203597,1345455024,False,False,enwiki,https://en.wikipedia.org/wiki/Cascade_County_Courthouse,https://en.wikipedia.org/w/index.php?diff=1345455024&oldid=1302203597,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes were made to the text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009734952,List of shipwrecks in 1793,Mjroots,False,1774502652,en.wikipedia.org,0,/* 30 December */ wl,119798,119798,1345454960,1345455012,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_shipwrecks_in_1793,https://en.wikipedia.org/w/index.php?diff=1345455012&oldid=1345454960,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009734953,List of Friday the 13th characters,~2026-17223-74,False,1774502657,en.wikipedia.org,0,/* Dr. Rowan LaFontaine */,171760,171768,1345454953,1345455025,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_Friday_the_13th_characters,https://en.wikipedia.org/w/index.php?diff=1345455025&oldid=1345454953,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009734955,The Freewheelin' Bob Dylan,~2026-13074-78,False,1774502657,en.wikipedia.org,0,Copy. Columbia records is better mentioned in the body,81540,81500,1345341779,1345455019,False,False,enwiki,https://en.wikipedia.org/wiki/The_Freewheelin%27_Bob_Dylan,https://en.wikipedia.org/w/index.php?diff=1345455019&oldid=1345341779,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009734971,Baburam Bhattarai,John Adams 362,False,1774502661,en.wikipedia.org,0,,21443,21545,1345186359,1345455029,False,False,enwiki,https://en.wikipedia.org/wiki/Baburam_Bhattarai,https://en.wikipedia.org/w/index.php?diff=1345455029&oldid=1345186359,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes detected in the edit summary or provided text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009734992,"Lancaster, Lancashire",Jean de Blécherette,False,1774502654,en.wikipedia.org,0,,84097,84096,1344020985,1345455027,False,False,enwiki,"https://en.wikipedia.org/wiki/Lancaster,_Lancashire",https://en.wikipedia.org/w/index.php?diff=1345455027&oldid=1344020985,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes were made to the text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009735014,Republic of Karelia,Betelgeuse X,False,1774502663,en.wikipedia.org,0,"/* Winter War */ Nothing suggests that the Finnish Democratic Republic intended on incorporating ""most"" of Finland.",144210,144181,1345451645,1345455036,False,False,enwiki,https://en.wikipedia.org/wiki/Republic_of_Karelia,https://en.wikipedia.org/w/index.php?diff=1345455036&oldid=1345451645,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735022,Tropical Storm Nokaen (2026),TheEssay26,False,1774502671,en.wikipedia.org,0,changed link to redirect to,116,82,1333031690,1345455043,False,False,enwiki,https://en.wikipedia.org/wiki/Tropical_Storm_Nokaen_(2026),https://en.wikipedia.org/w/index.php?diff=1345455043&oldid=1333031690,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735032,Krishna Hari Budhathoki,HomeofIR,False,1774502672,en.wikipedia.org,0,,3361,3434,1345449243,1345455046,False,False,enwiki,https://en.wikipedia.org/wiki/Krishna_Hari_Budhathoki,https://en.wikipedia.org/w/index.php?diff=1345455046&oldid=1345449243,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes detected in the edit summary or provided text.  ,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009735041,"Coachella, California",~2026-18821-84,False,1774502668,en.wikipedia.org,0,Correcting year the reference was retrieved.,38718,38718,1345328058,1345455042,False,False,enwiki,"https://en.wikipedia.org/wiki/Coachella,_California",https://en.wikipedia.org/w/index.php?diff=1345455042&oldid=1345328058,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735042,Khmer traditional clothing,MoonsMoon,False,1774502671,en.wikipedia.org,0,"Restored charobab’s photo; Apsara dancers don’t wear sampot soeng; restored av chang pong and av pay photos; chong kben already has a section and it’s not sbai, and the section is Sbai, not clothes. Moved samloy.",45860,48326,1345454328,1345455045,False,False,enwiki,https://en.wikipedia.org/wiki/Khmer_traditional_clothing,https://en.wikipedia.org/w/index.php?diff=1345455045&oldid=1345454328,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735043,Juttadinteria ausensis,Tom Radulovich,False,1774502673,en.wikipedia.org,0,removed [[Category:Least concern plants]]; added [[Category:Least concern flora of Africa]] using [[WP:HC|HotCat]],2782,2790,1314955272,1345455047,False,False,enwiki,https://en.wikipedia.org/wiki/Juttadinteria_ausensis,https://en.wikipedia.org/w/index.php?diff=1345455047&oldid=1314955272,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735047,Fraser Ellis,~2026-18680-06,False,1774502673,en.wikipedia.org,0,/* External links */ minor fixes to this section,7951,7948,1345389840,1345455049,False,False,enwiki,https://en.wikipedia.org/wiki/Fraser_Ellis,https://en.wikipedia.org/w/index.php?diff=1345455049&oldid=1345389840,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735054,Hitmaka,~2026-18464-93,False,1774502672,en.wikipedia.org,0,/* Discography */,28570,28781,1345258433,1345455051,False,False,enwiki,https://en.wikipedia.org/wiki/Hitmaka,https://en.wikipedia.org/w/index.php?diff=1345455051&oldid=1345258433,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735062,1975 in Japanese music,James500,False,1774502674,en.wikipedia.org,0,/* Other albums released */Add,18342,18384,1345455004,1345455052,False,False,enwiki,https://en.wikipedia.org/wiki/1975_in_Japanese_music,https://en.wikipedia.org/w/index.php?diff=1345455052&oldid=1345455004,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735066,Trinidad and Tobago national under-17 football team,Dajachma,False,1774502675,en.wikipedia.org,0,,13271,13267,1345454964,1345455054,False,False,enwiki,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_national_under-17_football_team,https://en.wikipedia.org/w/index.php?diff=1345455054&oldid=1345454964,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes were made to the text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009735074,Chris Lowell,Yedaman54,False,1774502675,en.wikipedia.org,0,Added Use American English per [[MOS:TIES]] and mdy dates,12976,13051,1339150810,1345455055,True,False,enwiki,https://en.wikipedia.org/wiki/Chris_Lowell,https://en.wikipedia.org/w/index.php?diff=1345455055&oldid=1339150810,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735076,List of shipwrecks in 1793,Mjroots,False,1774502674,en.wikipedia.org,0,/* 30 December */ twk wl disp,119798,119800,1345455012,1345455050,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_shipwrecks_in_1793,https://en.wikipedia.org/w/index.php?diff=1345455050&oldid=1345455012,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735089,List of reportedly haunted locations in Colombia,Juandavid ph,False,1774502679,en.wikipedia.org,0,/* Bogotá */,57635,58198,1321255859,1345455059,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_reportedly_haunted_locations_in_Colombia,https://en.wikipedia.org/w/index.php?diff=1345455059&oldid=1321255859,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735091,Highland Park (Richmond),Haants,False,1774502680,en.wikipedia.org,0,/* top */added links,4484,4522,1277032713,1345455061,True,False,enwiki,https://en.wikipedia.org/wiki/Highland_Park_(Richmond),https://en.wikipedia.org/w/index.php?diff=1345455061&oldid=1277032713,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009735101,Bar Rescue season 10,JCMZ44,False,1774502682,en.wikipedia.org,0,,6238,6303,1345078897,1345455063,False,False,enwiki,https://en.wikipedia.org/wiki/Bar_Rescue_season_10,https://en.wikipedia.org/w/index.php?diff=1345455063&oldid=1345078897,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes detected in the edit summary or provided text.  ,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009735104,List of terrorist incidents,LateNightCoffee,False,1774502679,en.wikipedia.org,0,added [[Category:19th-century terrorist incidents]] using [[WP:HC|HotCat]],51396,51442,1345336535,1345455062,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_terrorist_incidents,https://en.wikipedia.org/w/index.php?diff=1345455062&oldid=1345336535,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
